locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.003G192000	3-5 exonuclease/ nucleic acid binding protein, putative, expressed	PF00013,PF01612	PTHR12124,PTHR12124:SF45		K18740	AT2G25910.1		LOC_Os01g38620.1	NA
Sobic.003G192100	expressed protein	PF12023	PTHR33193,PTHR33193:SF6			AT5G11970.1		LOC_Os01g38660.1	NA
Sobic.003G192200	transporter family protein, putative, expressed	PF07690	PTHR23500,PTHR23500:SF10	KOG0254		AT1G11260.1	ATSTP1,STP1	LOC_Os01g38670.1	NA
Sobic.003G192300									NA
Sobic.003G192400	resistance-related receptor-like kinase, putative, expressed	PF00069	PTHR27009,PTHR27009:SF20	KOG1187		AT1G70250.1		LOC_Os01g02810.1	NA
Sobic.003G192500									NA
Sobic.003G192600	receptor-like kinase ARK1AS, putative, expressed	PF00069	PTHR27009,PTHR27009:SF6	KOG1187		AT5G38280.1	PR5K	LOC_Os01g02800.1	NA
Sobic.003G192701	hypothetical protein		PTHR33063,PTHR33063:SF5					LOC_Os06g13250.1	NA
Sobic.003G192801									NA
Sobic.003G192900	expressed protein		PTHR32133			AT3G48220.1		LOC_Os01g39690.1	NA
Sobic.003G193000	leucine rich repeat protein, putative, expressed	PF08263,PF13855	PTHR27004,PTHR27004:SF36	KOG0472		AT2G34930.1		LOC_Os02g17400.1	NA
Sobic.003G193200	expressed protein	PF00314,PF00069	PTHR27002,PTHR27002:SF20	KOG1187		AT4G32300.1	SD2-5	LOC_Os01g02310.1	NA
Sobic.003G193300									NA
Sobic.003G193400	TKL_IRAK_DUF26-lh.10 - DUF26 kinases have homology to DUF26 containing loci, expressed	PF01657,PF07714	PTHR27002	KOG1187		AT4G05200.1	CRK25	LOC_Os07g47230.1	NA
Sobic.003G193500	CK1_CaseinKinase_1.2 - CK1 includes the casein kinase 1 kinases, expressed	PF00069	PTHR11909,PTHR11909:SF162	KOG1163	K02218	AT4G26100.1	CK1,CKL1	LOC_Os01g38950.1	NA
Sobic.003G193600	expressed protein		PTHR36801,PTHR36801:SF2					LOC_Os01g38960.1	NA
Sobic.003G193700	carbamoyl-phosphate synthase large chain, putative, expressed	PF02142,PF02787,PF13535	PTHR11405,PTHR11405:SF47		K01955	AT1G29900.1	CARB	LOC_Os01g38970.1	NA
Sobic.003G193800	calmodulin-binding protein, putative, expressed		PTHR31250,PTHR31250:SF1			AT4G33050.3	EDA39	LOC_Os01g38980.2	NA
Sobic.003G193900									NA
Sobic.003G194100	mitochondrial carrier protein, putative, expressed	PF00153	PTHR24089,PTHR24089:SF331	KOG0752	K15084	AT1G14560.1		LOC_Os01g38990.1	NA
Sobic.003G194200	ZmGR2c, putative, expressed							LOC_Os01g39000.1	NA
Sobic.003G194300	50S ribosomal protein, putative, expressed	PF00468	PTHR14503,PTHR14503:SF0		K02914	AT3G13882.1		LOC_Os01g39010.1	NA
Sobic.003G194400	HSF-type DNA-binding domain containing protein, expressed	PF00447	PTHR10015,PTHR10015:SF195	KOG0627	K09419	AT2G26150.1	ATHSFA2,HSFA2	LOC_Os01g39020.1	NA
Sobic.003G194500	zinc finger C-x8-C-x5-C-x3-H type family protein, expressed	PF00642	PTHR13119			AT5G56930.1	emb1789	LOC_Os01g39100.1	NA
Sobic.003G194600	ZOS1-10 - C2H2 zinc finger protein, expressed		PTHR10593,PTHR10593:SF49			AT1G55110.1	AtIDD7,IDD7	LOC_Os01g39110.1	NA
Sobic.003G194800	EF hand family protein, putative, expressed	PF13202,PF13499	PTHR10827,PTHR10827:SF53	KOG4223		AT5G08580.1		LOC_Os01g39134.1	NA
Sobic.003G194900	expressed protein		PTHR32133,PTHR32133:SF82					LOC_Os01g39690.1	NA
Sobic.003G195000	OsFtsH5 FtsH protease, homologue of AtFtsH4, expressed	PF07728,PF01434	PTHR23076,PTHR23076:SF73		K08955	AT2G26140.1	ftsh4	LOC_Os01g39260.1	NA
Sobic.003G195150	NAD binding domain of 6-phosphogluconate dehydrogenase containing protein, expressed	PF03807,PF14833	PTHR22981,PTHR22981:SF53	KOG0409	K18121	AT1G17650.1	GLYR2,GR2	LOC_Os01g39270.1	NA
Sobic.003G195300	harpin-induced protein 1 domain containing protein, expressed	PF03168	PTHR31234,PTHR31234:SF2			AT5G11890.1		LOC_Os01g39290.1	NA
Sobic.003G195400									NA
Sobic.003G195500	SEY1, putative, expressed	PF05879	PTHR11649:SF62,PTHR11649			AT3G13870.1	RHD3	LOC_Os01g39310.1	NA
Sobic.003G195600	helix-loop-helix DNA-binding domain containing protein, expressed	PF00010	PTHR12565,PTHR12565:SF162			AT5G56960.1		LOC_Os01g39330.1	NA
Sobic.003G195700	OsSCP32 - Putative Serine Carboxypeptidase homologue, expressed		PTHR11802,PTHR11802:SF32			AT4G30810.1	scpl29	LOC_Os06g08720.2	NA
Sobic.003G195800									NA
Sobic.003G195900	SCD1, putative, expressed	PF03455,PF03456,PF00400,PF02141	PTHR22844,PTHR22844:SF202	KOG0266		AT1G49040.1	SCD1	LOC_Os01g39380.1	NA
Sobic.003G196000	expressed protein	PF08263,PF13855,PF00069	PTHR27006,PTHR27006:SF10	KOG1187		AT2G45340.1		LOC_Os01g39600.1	NA
Sobic.003G196200	elongation factor TS family protein, expressed	PF00889	PTHR11741	KOG1071		AT4G11120.1		LOC_Os12g35630.1	NA
Sobic.003G196300	DNA binding protein, putative, expressed	PF13921,PF07529	PTHR10799,PTHR10799:SF698			AT3G24870.2		LOC_Os08g08000.1	NA
Sobic.003G196400	calcineurin B, putative, expressed	PF13833,PF13499	PTHR23056,PTHR23056:SF26	KOG0034	K06268	AT4G33000.1	ATCBL10,CBL10,SCABP8	LOC_Os01g39770.1	NA
Sobic.003G196500									NA
Sobic.003G196600	expressed protein		PTHR34364:SF2,PTHR34364			AT1G55160.2		LOC_Os01g39780.1	NA
Sobic.003G196700	esterase/lipase/thioesterase, putative, expressed	PF12695	PTHR10992,PTHR10992:SF834	KOG4667	K06889	AT3G47590.1		LOC_Os01g39790.1	NA
Sobic.003G196800	60S ribosomal protein L19-3, putative, expressed	PF01280	PTHR10722	KOG1696	K02885	AT3G16780.1		LOC_Os03g38260.1	NA
Sobic.003G196900	esterase/lipase/thioesterase, putative, expressed	PF12695	PTHR10992,PTHR10992:SF834	KOG4667	K06889	AT3G47590.1		LOC_Os01g39790.1	NA
Sobic.003G197000	esterase, putative, expressed	PF12695	PTHR10992:SF834,PTHR10992	KOG4667	K06889	AT3G47590.1		LOC_Os01g39800.1	NA
Sobic.003G197100	beta-galactosidase, putative, expressed	PF02140,PF01301	PTHR23421,PTHR23421:SF82			AT3G13750.1	BGAL1	LOC_Os01g39830.1	NA
Sobic.003G197200	1-aminocyclopropane-1-carboxylate oxidase protein, putative, expressed	PF14226,PF03171	PTHR10209,PTHR10209:SF103	KOG0143	K05933	AT2G19590.1	ACO1,ATACO1	LOC_Os01g39860.1	NA
Sobic.003G197300	transposon protein, putative, unclassified, expressed		PTHR31342,PTHR31342:SF15			AT1G52080.1	AR791	LOC_Os01g39890.1	NA
Sobic.003G197400	lycopene epsilon cyclase, chloroplast precursor, putative, expressed	PF05834	PTHR13789,PTHR13789:SF207		K06444	AT5G57030.1	LUT2	LOC_Os01g39960.1	NA
Sobic.003G197500	protein kinase domain containing protein, putative, expressed	PF00582,PF00069	PTHR27003,PTHR27003:SF48	KOG1187		AT5G12000.1		LOC_Os01g39970.1	NA
Sobic.003G197600	SKP1-like protein 1B, putative, expressed	PF03931,PF01466	PTHR11165	KOG1724	K03094	AT1G75950.1	ASK1,ATSKP1,SKP1,SKP1A,UIP1	LOC_Os11g26910.1	NA
Sobic.003G197700	OsFBX12 - F-box domain containing protein, expressed							LOC_Os01g34270.1	NA
Sobic.003G197800	peptidyl-prolyl cis-trans isomerase, putative, expressed	PF00160	PTHR11071,PTHR11071:SF152	KOG0885	K12737	AT4G33060.1		LOC_Os01g40050.2	NA
Sobic.003G198000	transposon protein, putative, unclassified, expressed	PF04434,PF03101,PF10551	PTHR31669,PTHR31669:SF57			AT4G38180.1	FRS5	LOC_Os06g13740.1	NA
Sobic.003G198016	expressed protein	PF02902	PTHR12606,PTHR12606:SF13			AT3G06910.1	ULP1A	LOC_Os06g13750.1	NA
Sobic.003G198032	transposon protein, putative, unclassified, expressed	PF04434	PTHR31669,PTHR31669:SF57			AT4G15090.1	FAR1	LOC_Os06g13740.1	NA
Sobic.003G198048	expressed protein	PF02902	PTHR12606,PTHR12606:SF13			AT3G06910.1	ULP1A	LOC_Os06g13750.1	NA
Sobic.003G198064	transposon protein, putative, unclassified, expressed	PF04434	PTHR31669,PTHR31669:SF57			AT4G38180.1	FRS5	LOC_Os06g13740.1	NA
Sobic.003G198080	expressed protein	PF02902	PTHR12606,PTHR12606:SF13			AT3G06910.1	ULP1A	LOC_Os02g16220.1	NA
Sobic.003G198100									NA
Sobic.003G198150									NA
Sobic.003G198200	protein phosphatase 2C, putative, expressed	PF00481	PTHR13832,PTHR13832:SF335	KOG0698	K14497	AT1G72770.3	HAB1	LOC_Os01g40094.1	NA
Sobic.003G198300	ZOS1-11 - C2H2 zinc finger protein, expressed	PF12874,PF08790	PTHR13100,PTHR13100:SF10	KOG2186	K15263	AT2G19385.1		LOC_Os01g40110.1	NA
Sobic.003G198400	retrotransposon protein, putative, unclassified, expressed	PF05553				AT5G57070.1		LOC_Os01g40190.1	NA
Sobic.003G198500	XIK, putative, expressed	PF00612,PF01843	PTHR13140,PTHR13140:SF390	KOG3228	K10357	AT1G54560.1	ATXIE,XIE	LOC_Os01g40200.1	NA
Sobic.003G198550									NA
Sobic.003G198600									NA
Sobic.003G198701	X8 domain containing protein, expressed	PF07983	PTHR32227,PTHR32227:SF67			AT5G67460.1		LOC_Os03g30830.1	NA
Sobic.003G198800	myosin, putative, expressed	PF02736,PF00612,PF01843,PF00063	PTHR13140,PTHR13140:SF435		K10357	AT5G20490.1	ATXIK,XI-17,XIK	LOC_Os03g48140.1	NA
Sobic.003G198850									NA
Sobic.003G198900	protein phosphatase 2C, putative, expressed	PF00481	PTHR13832,PTHR13832:SF286	KOG0698		AT1G16220.1		LOC_Os04g25570.1	NA
Sobic.003G199001									NA
Sobic.003G199101	cytochrome P450, putative, expressed	PF00067	PTHR24298,PTHR24298:SF128			AT3G48300.1	CYP71A23	LOC_Os05g35010.1	NA
Sobic.003G199200	aspartic proteinase-like protein 2 precursor, putative, expressed	PF00026	PTHR13683:SF375,PTHR13683	KOG1339		AT1G05840.1		LOC_Os02g27360.1	NA
Sobic.003G199300	down-regulated in metastasis family protein, expressed	PF07539	PTHR17695,PTHR17695:SF11	KOG1823	K14772	AT4G30990.1		LOC_Os01g40250.1	NA
Sobic.003G199400	WRKY77, expressed	PF03106	PTHR31221,PTHR31221:SF30			AT5G26170.1	ATWRKY50,WRKY50	LOC_Os01g40260.1	NA
Sobic.003G199500	integral membrane protein, putative, expressed	PF10998	PTHR31201,PTHR31201:SF1	KOG2895		AT5G35460.1		LOC_Os01g40280.1	NA
Sobic.003G199600	expressed protein		PTHR33120,PTHR33120:SF7					LOC_Os06g38210.1	NA
Sobic.003G199650	expressed protein		PTHR33120:SF7,PTHR33120					LOC_Os06g38210.2	NA
Sobic.003G199700	mTERF family protein, expressed	PF02536	PTHR13068,PTHR13068:SF35		K15032	AT5G07900.1		LOC_Os06g12100.1	NA
Sobic.003G199800	expressed protein	PF06549	PTHR31425,PTHR31425:SF3			AT1G74730.1		LOC_Os01g40310.1	NA
Sobic.003G199900	aminotransferase, classes I and II, domain containing protein, expressed	PF01212	PTHR11751,PTHR11751:SF437		K00815	AT5G36160.1		LOC_Os02g19924.1	NA
Sobic.003G200000	respiratory burst oxidase, putative, expressed	PF08414	PTHR11972,PTHR11972:SF69			AT1G64060.1	ATRBOH F,ATRBOHF,RBOH F,RBOHAP108,RBOHF	LOC_Os05g45210.3	NA
Sobic.003G200100	DUF630/DUF632 domains containing protein, putative, expressed	PF04783,PF04782	PTHR21450,PTHR21450:SF21			AT2G34670.2		LOC_Os01g40330.1	NA
Sobic.003G200200	SIT4 phosphatase-associated protein domain containing protein, expressed	PF04499	PTHR12634,PTHR12634:SF17	KOG2073	K15501	AT1G30470.1		LOC_Os05g51490.2	NA
Sobic.003G200400	histone deacetylase 19, putative, expressed	PF00850	PTHR10625,PTHR10625:SF126	KOG1342	K06067	AT5G63110.1	ATHDA6,AXE1,HDA6,RPD3B,RTS1,SIL1	LOC_Os01g40400.1	NA
Sobic.003G200501	Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed	PF00125	PTHR23428	KOG1744	K11252	AT3G45980.1	H2B,HTB9	LOC_Os08g38300.1	NA
Sobic.003G200600	CBS domain containing membrane protein, putative, expressed	PF00571	PTHR13780,PTHR13780:SF47	KOG1764		AT1G69800.2		LOC_Os01g40420.1	NA
Sobic.003G200700	WRKY27, expressed	PF03106	PTHR31429,PTHR31429:SF1			AT1G68150.1	ATWRKY9,WRKY9	LOC_Os01g40430.1	NA
Sobic.003G200800	vacuolar ATP synthase subunit d, putative, expressed	PF01992	PTHR11028		K02146	AT3G28715.1		LOC_Os01g40470.1	NA
Sobic.003G200900	GRF zinc finger family protein	PF06839	PTHR33248,PTHR33248:SF2					LOC_Os07g04470.1	NA
Sobic.003G201000	WD domain, G-beta repeat domain containing protein, expressed	PF00400	PTHR14773,PTHR14773:SF0	KOG0265		AT1G80710.1	DRS1	LOC_Os08g18150.1	NA
Sobic.003G201100	anthranilate phosphoribosyltransferase, putative, expressed	PF00168,PF08372	PTHR10024,PTHR10024:SF201			AT1G74720.1	QKY	LOC_Os01g40480.1	NA
Sobic.003G201150	retrotransposon protein, putative, unclassified, expressed	PF00098	PTHR23002,PTHR23002:SF63			AT3G43590.1		LOC_Os04g45890.1	NA
Sobic.003G201200	hsp20/alpha crystallin family protein, putative, expressed	PF00011	PTHR11527,PTHR11527:SF129			AT5G04890.1	RTM2	LOC_Os05g51440.1	NA
Sobic.003G201300	hsp20/alpha crystallin family protein, putative, expressed	PF00011	PTHR11527,PTHR11527:SF169			AT1G54400.1		LOC_Os05g51440.1	NA
Sobic.003G201400	hsp20/alpha crystallin family protein, putative, expressed	PF00011	PTHR11527,PTHR11527:SF129			AT5G20970.1		LOC_Os01g40550.1	NA
Sobic.003G201500	outer mitochondrial membrane porin, putative, expressed	PF01459	PTHR11743,PTHR11743:SF33	KOG3126	K15040	AT3G01280.1	ATVDAC1,VDAC1	LOC_Os01g40570.1	NA
Sobic.003G201600	hypersensitive-induced response protein, putative, expressed	PF01145	PTHR10264,PTHR10264:SF81	KOG2620		AT5G62740.1	ATHIR1,HIR1	LOC_Os01g40580.1	NA
Sobic.003G201700	tyrosine protein kinase domain containing protein, putative, expressed	PF07714	PTHR27001,PTHR27001:SF22	KOG1187		AT5G15080.1		LOC_Os01g40590.1	NA
Sobic.003G201750									NA
Sobic.003G201800	coiled-coil domain-containing protein, putative, expressed	PF04502	PTHR12111,PTHR12111:SF3	KOG2989		AT1G17130.1		LOC_Os01g40610.1	NA
Sobic.003G201850									NA
Sobic.003G201900	coiled-coil domain-containing protein, putative, expressed	PF04502	PTHR12111,PTHR12111:SF1	KOG2989		AT1G17130.1		LOC_Os01g40610.1	NA
Sobic.003G202000	OsSAUR15 - Auxin-responsive SAUR gene family member	PF02519	PTHR31374,PTHR31374:SF50			AT1G76190.1		LOC_Os03g45830.1	NA
Sobic.003G202100	Uncharacterized ACR, COG1565 containing protein, putative, expressed	PF02636	PTHR12049,PTHR12049:SF7		K18164	AT3G28700.1		LOC_Os01g40620.1	NA
Sobic.003G202200	uncharacterized protein PA4923, putative, expressed	PF03641	PTHR31223,PTHR31223:SF20		K06966	AT3G53450.1		LOC_Os01g40630.1	NA
Sobic.003G202300	S1 RNA binding domain containing protein, expressed	PF00575	PTHR15838,PTHR15838:SF1		K02945	AT1G71720.1		LOC_Os01g40640.1	NA
Sobic.003G202400	expressed protein		PTHR34970,PTHR34970:SF1			AT5G53650.1		LOC_Os01g40650.1	NA
Sobic.003G202500	methyltransferase, putative, expressed	PF08241	PTHR10108,PTHR10108:SF725	KOG3010		AT4G22530.1		LOC_Os01g40660.1	NA
Sobic.003G202600	single myb histone, putative, expressed	PF00249,PF00538	PTHR21717,PTHR21717:SF31		K09422	AT1G49950.3	ATTRB1,TRB1	LOC_Os01g40670.1	NA
Sobic.003G202700	pentatricopeptide, putative, expressed	PF01535	PTHR24015,PTHR24015:SF819			AT4G02750.1		LOC_Os01g40680.1	NA
Sobic.003G202800	holocarboxylase synthetase, putative, expressed		PTHR33675,PTHR33675:SF1			AT4G09830.1		LOC_Os01g40690.1	NA
Sobic.003G202900	expressed protein		PTHR33401,PTHR33401:SF3			AT1G22790.2		LOC_Os01g40700.1	NA
Sobic.003G203000	high light inducible protein, putative, expressed		PTHR14154,PTHR14154:SF12			AT1G34000.1	OHP2	LOC_Os01g40710.1	NA
Sobic.003G203100	pentatricopeptide, putative, expressed	PF14432,PF01535,PF13041	PTHR24015,PTHR24015:SF377			AT5G09950.1		LOC_Os01g40720.1	NA
Sobic.003G203200	expressed protein	PF06376	PTHR33374,PTHR33374:SF1			AT5G24105.1	AGP41	LOC_Os10g06970.1	NA
Sobic.003G203300	stress regulated protein, putative, expressed		PTHR33471,PTHR33471:SF1			AT5G27290.1		LOC_Os01g28540.1	NA
Sobic.003G203400	serine/threonine-protein kinase AFC3, putative, expressed	PF07714	PTHR24058,PTHR24058:SF44		K08287	AT4G32660.1	AME3	LOC_Os01g40840.1	NA
Sobic.003G203500	aldehyde dehydrogenase, putative, expressed	PF00171	PTHR11699,PTHR11699:SF182		K12355	AT3G24503.1	ALDH1A,ALDH2C4,REF1	LOC_Os01g40860.1	NA
Sobic.003G203600	aldehyde dehydrogenase, putative, expressed	PF00171	PTHR11699,PTHR11699:SF178		K12355	AT3G24503.1	ALDH1A,ALDH2C4,REF1	LOC_Os01g40870.1	NA
Sobic.003G203700	hypothetical protein	PF06376	PTHR33374:SF4,PTHR33374					LOC_Os01g40880.1	NA
Sobic.003G203800	B3 DNA binding domain containing protein, expressed	PF02362	PTHR31391,PTHR31391:SF4			AT3G19184.1		LOC_Os06g09420.1	NA
Sobic.003G203833	B3 DNA binding domain containing protein, expressed	PF02362	PTHR31391			AT3G19184.1		LOC_Os06g09420.1	NA
Sobic.003G203866									NA
Sobic.003G203900	PME/invertase inhibitor, putative, expressed	PF04043	PTHR31080,PTHR31080:SF18					LOC_Os04g36770.1	NA
Sobic.003G204000	expressed protein		PTHR35730,PTHR35730:SF1			AT3G08880.1		LOC_Os04g36780.1	NA
Sobic.003G204100	expressed protein		PTHR33065,PTHR33065:SF16					LOC_Os07g45195.1	NA
Sobic.003G204200	B3 DNA binding domain containing protein, expressed	PF02362	PTHR31391,PTHR31391:SF4			AT3G19184.1		LOC_Os06g09420.1	NA
Sobic.003G204300	expressed protein	PF06376	PTHR33374,PTHR33374:SF4					LOC_Os01g40940.1	NA
Sobic.003G204400	hypothetical protein	PF06376	PTHR33374,PTHR33374:SF5					LOC_Os01g40880.1	NA
Sobic.003G204501	hypothetical protein	PF06376	PTHR33374,PTHR33374:SF4			AT2G46330.1	AGP16,ATAGP16	LOC_Os01g40880.1	NA
Sobic.003G204600	hypothetical protein	PF06376	PTHR33374,PTHR33374:SF5			AT5G53250.1	AGP22,ATAGP22	LOC_Os01g40880.1	NA
Sobic.003G204750									NA
Sobic.003G204900	hypothetical protein	PF06376	PTHR33374,PTHR33374:SF5					LOC_Os01g40880.1	NA
Sobic.003G205000	DUF623 domain containing protein, expressed	PF04844	PTHR33057,PTHR33057:SF29			AT1G79960.1	ATOFP14,OFP14	LOC_Os01g40970.1	NA
Sobic.003G205100	helicase, putative, expressed	PF06733,PF13307	PTHR11472,PTHR11472:SF34		K11136	AT1G79950.1		LOC_Os01g40980.1	NA
Sobic.003G205200	expressed protein		PTHR35478,PTHR35478:SF1		K19027	AT2G25730.2		LOC_Os01g40990.3	NA
Sobic.003G205300	DUF581 domain containing protein, expressed	PF04570	PTHR33059,PTHR33059:SF18			AT3G22550.1		LOC_Os01g41010.2	NA
Sobic.003G205400	ribosomal protein L25, putative, expressed	PF01386,PF14693	PTHR33284,PTHR33284:SF1		K02897	AT4G23620.1		LOC_Os05g18750.1	NA
Sobic.003G205501	SCF apoptosis response protein, putative, expressed	PF09801	PTHR12952	KOG4697		AT1G79990.4		LOC_Os01g41040.1	NA
Sobic.003G205600	uncharacterized protein At4g06744 precursor, putative, expressed	PF13855	PTHR32093,PTHR32093:SF35			AT4G18670.1		LOC_Os05g08770.1	NA
Sobic.003G205700	THION18 - Plant thionin family protein precursor, expressed					AT3G15400.1	ATA20	LOC_Os01g41140.1	NA
Sobic.003G205801									NA
Sobic.003G205900	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF116			AT5G37690.1		LOC_Os06g50950.1	NA
Sobic.003G206000	THION27 - Plant thionin family protein precursor, expressed							LOC_Os01g41170.1	NA
Sobic.003G206100	THION27 - Plant thionin family protein precursor, expressed							LOC_Os01g41170.1	NA
Sobic.003G206200	THION27 - Plant thionin family protein precursor, expressed							LOC_Os01g41170.1	NA
Sobic.003G206250	retrotransposon protein, putative, unclassified							LOC_Os09g15410.1	NA
Sobic.003G206300	THION27 - Plant thionin family protein precursor, expressed							LOC_Os01g41170.1	NA
Sobic.003G206400	aldose 1-epimerase, putative, expressed	PF01263	PTHR10091,PTHR10091:SF12	KOG1604	K01785	AT5G15140.1		LOC_Os04g38540.1	NA
Sobic.003G206500	THION19 - Plant thionin family protein precursor, putative, expressed							LOC_Os01g41180.1	NA
Sobic.003G206600	glycine-rich protein, putative, expressed	PF09405	PTHR22814,PTHR22814:SF97			AT1G80000.1		LOC_Os01g41190.1	NA
Sobic.003G206700	heavy metal-associated domain containing protein, expressed	PF00403	PTHR22814,PTHR22814:SF102	KOG1603		AT3G24450.1		LOC_Os01g41200.1	NA
Sobic.003G206800	DUF538 domain containing protein, putative, expressed	PF04398	PTHR31676,PTHR31676:SF3			AT5G19590.1		LOC_Os01g41220.2	NA
Sobic.003G206900	hydrolase, alpha/beta fold family domain containing protein, expressed	PF00561	PTHR10992,PTHR10992:SF841			AT3G24420.1		LOC_Os01g41240.1	NA
Sobic.003G207000	expressed protein		PTHR33913,PTHR33913:SF1			AT1G05950.1		LOC_Os09g33940.1	NA
Sobic.003G207100	expressed protein		PTHR33157,PTHR33157:SF3					LOC_Os11g41770.1	NA
Sobic.003G207200	OsFBD2 - F-box and FBD domain containing protein, expressed	PF00646,PF08387	PTHR32212,PTHR32212:SF119			AT3G49150.1		LOC_Os01g41260.1	NA
Sobic.003G207300	OsFBD3 - F-box and FBD domain containing protein, expressed	PF00646,PF08387	PTHR32212,PTHR32212:SF119			AT3G03030.1		LOC_Os01g41270.1	NA
Sobic.003G207400	OsFBX18 - F-box domain containing protein, expressed	PF08387	PTHR32212,PTHR32212:SF125					LOC_Os01g41310.1	NA
Sobic.003G207500	signal peptide peptidase domain containing protein, expressed	PF04258	PTHR12174,PTHR12174:SF23	KOG2443		AT2G03120.1	ATSPP,SPP	LOC_Os05g36070.3	NA
Sobic.003G207600	OsFBD5 - F-box and FBD domain containing protein, expressed	PF00646,PF08387	PTHR32212,PTHR32212:SF114			AT2G26030.1		LOC_Os01g41290.1	NA
Sobic.003G207700									NA
Sobic.003G207800	OsFBD4 - F-box and FBD domain containing protein, expressed	PF00646	PTHR32212,PTHR32212:SF76			AT3G26922.1		LOC_Os01g41280.1	NA
Sobic.003G207900	transmembrane amino acid transporter protein, putative, expressed	PF01490	PTHR22950,PTHR22950:SF297	KOG1303	K15015	AT5G15240.1		LOC_Os01g41420.1	NA
Sobic.003G208000	transmembrane amino acid transporter protein, putative, expressed	PF01490	PTHR22950,PTHR22950:SF297	KOG1303	K15015	AT5G15240.1		LOC_Os01g41400.1	NA
Sobic.003G208100	Mo25, putative, expressed		PTHR10182,PTHR10182:SF15			AT5G18940.1		LOC_Os03g24520.1	NA
Sobic.003G208200									NA
Sobic.003G208300	PPR repeat domain containing protein, putative, expressed	PF01535,PF13041	PTHR24015,PTHR24015:SF237			AT3G49240.1	emb1796	LOC_Os11g24570.1	NA
Sobic.003G208400	calcineurin B, putative, expressed	PF13499,PF13202	PTHR23056,PTHR23056:SF45	KOG0034	K06268	AT5G24270.2	ATSOS3,CBL4,SOS3	LOC_Os01g41510.1	NA
Sobic.003G208500	OsFBL2 - F-box domain and LRR containing protein, expressed	PF00646	PTHR32212:SF113,PTHR32212			AT1G13570.1		LOC_Os01g41530.1	NA
Sobic.003G208600	expressed protein		PTHR33033,PTHR33033:SF4			AT5G65005.1		LOC_Os05g35850.1	NA
Sobic.003G208700	OsWAK90 - OsWAK receptor-like protein kinase, expressed	PF07645,PF13947,PF00069	PTHR27005,PTHR27005:SF50	KOG1187		AT1G21240.1	WAK3	LOC_Os09g38840.1	NA
Sobic.003G208800	aspartic proteinase, putative, expressed	PF00026	PTHR13683,PTHR13683:SF308	KOG1339		AT1G01300.1		LOC_Os01g41550.1	NA
Sobic.003G208900	Sad1 / UNC-like C-terminal domain containing protein, putative, expressed	PF07738	PTHR12953			AT4G23950.1		LOC_Os01g41600.1	NA
Sobic.003G209000	mitochondrial ATP synthase g subunit family protein, putative, expressed	PF04718	PTHR12386,PTHR12386:SF15		K02140	AT4G29480.1		LOC_Os01g41610.1	NA
Sobic.003G209101	transposon protein, putative, Pong sub-class, expressed	PF14303	PTHR11260,PTHR11260:SF120					LOC_Os02g39130.1	NA
Sobic.003G209200	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B, putative, expressed		PTHR11871,PTHR11871:SF9		K04354	AT1G17720.1	ATB BETA	LOC_Os01g41630.1	NA
Sobic.003G209300									NA
Sobic.003G209400	expressed protein		PTHR35505,PTHR35505:SF1			AT5G11780.1		LOC_Os01g41640.1	NA
Sobic.003G209500									NA
Sobic.003G209600	phosphoethanolamine/phosphocholine phosphatase, putative, expressed	PF06888	PTHR20889,PTHR20889:SF3	KOG3120	K13248	AT4G29530.1		LOC_Os01g41660.1	NA
Sobic.003G209800	chlorophyll A-B binding protein, putative, expressed	PF00504	PTHR21649,PTHR21649:SF20		K08912	AT2G34420.1	LHB1B2,LHCB1.5	LOC_Os01g41710.1	NA
Sobic.003G209900	chlorophyll A-B binding protein, putative, expressed	PF00504	PTHR21649,PTHR21649:SF20		K08912	AT2G34420.1	LHB1B2,LHCB1.5	LOC_Os01g41710.1	NA
Sobic.003G210000	expressed protein	PF01544	PTHR21535,PTHR21535:SF58			AT1G29820.2		LOC_Os01g41720.1	NA
Sobic.003G210100	stress responsive A/B Barrel domain containing protein, expressed	PF07876	PTHR33178			AT3G17210.1	ATHS1,HS1	LOC_Os01g33160.1	NA
Sobic.003G210200									NA
Sobic.003G210300	GDP-mannose 4,6 dehydratase 2, putative, expressed	PF16363	PTHR10366,PTHR10366:SF346			AT3G51160.1	GMD2,MUR1,MUR_1	LOC_Os06g04620.1	NA
Sobic.003G210400									NA
Sobic.003G210500	leucine rich repeat protein, putative, expressed	PF08263,PF00560,PF13855	PTHR27004,PTHR27004:SF14	KOG0472		AT2G34930.1		LOC_Os01g41770.1	NA
Sobic.003G210601	expressed protein	PF08263,PF00560,PF13855	PTHR27004,PTHR27004:SF36	KOG0472		AT2G34930.1		LOC_Os01g41780.1	NA
Sobic.003G210701									NA
Sobic.003G210801	leucine rich repeat protein, putative, expressed	PF08263,PF00560,PF13855	PTHR27004,PTHR27004:SF14	KOG0472		AT2G34930.1		LOC_Os01g41770.1	NA
