chr,gene_id,ID,Locus.Tag,Region,Product
Ga0197603_11,MSTRG.1459,2758110730, Ga0197603_1795,2051250..2051507, putative 3TM holin
Ga0197603_11,MSTRG.1459,2758110731, Ga0197603_1796,2051507..2052145, putative chitinase
Ga0197603_11,MSTRG.1459,2758110732, Ga0197603_1797,2052145..2052633, hypothetical protein
Ga0197603_11,MSTRG.1459,2758110733, Ga0197603_1798,2052630..2053049, tail completion protein R (GpR)
Ga0197603_11,MSTRG.1459,2758110734, Ga0197603_1799,2053037..2053486, phage virion morphogenesis protein
Ga0197603_11,MSTRG.1460,2758110735, Ga0197603_1800,2053658..2054350, hypothetical protein
Ga0197603_11,MSTRG.1461,2758110736, Ga0197603_1801,complement(2054318..2055301), IS5 family transposase
Ga0197603_11,MSTRG.1462,2758110737, Ga0197603_1802,2055324..2055884, hypothetical protein
Ga0197603_11,MSTRG.1462,2758110738, Ga0197603_1803,2055869..2057887, asparagine synthase (glutamine-hydrolysing)
Ga0197603_11,MSTRG.1463,2758110739, Ga0197603_1804,2057916..2059361, aldehyde dehydrogenase (NAD )
Ga0197603_11,MSTRG.1463,2758110740, Ga0197603_1805,2059361..2060200, uncharacterized membrane protein YfcA
Ga0197603_11,MSTRG.1463,2758110741, Ga0197603_1806,2060200..2061621, hypothetical protein
Ga0197603_11,MSTRG.1464,2758110742, Ga0197603_1807,2061681..2062367, methyltransferase family protein
Ga0197603_11,MSTRG.1465,2758110743, Ga0197603_1808,complement(2062456..2062679), TonB-dependent receptor-like protein
Ga0197603_11,MSTRG.1466,2758110744, Ga0197603_1809,complement(2062682..2063610), PQQ-dependent dehydrogenase (methanolethanol family)
Ga0197603_11,MSTRG.1454,2758110745, Ga0197603_1810,complement(2064309..2064929), HAD superfamily hydrolase (TIGR01509 family)HAD superfamily hydrolase (TIGR01549 family)
Ga0197603_11,MSTRG.1467,2758110746, Ga0197603_1811,complement(2065381..2066100), hypothetical protein
Ga0197603_11,MSTRG.1468,2758110747, Ga0197603_1812,complement(2066273..2068297), aminopeptidase N
Ga0197603_11,MSTRG.1469,2758110748, Ga0197603_1813,complement(2068389..2069279), diguanylate cyclase (GGDEF)-like protein
Ga0197603_11,MSTRG.1470,2758110749, Ga0197603_1814,complement(2069610..2070371), demethylmenaquinone methyltransferase 2-octaprenyl-6-methoxy-1 4-benzoquinone methylase
Ga0197603_11,MSTRG.1471,2758110750, Ga0197603_1815,2070426..2072108, MFS transporter
Ga0197603_11,MSTRG.1471,2758110751, Ga0197603_1816,2072105..2073193, multidrug resistance efflux pump
Ga0197603_11,MSTRG.1472,2758110752, Ga0197603_1817,2073359..2073859, ElaA protein
Ga0197603_11,MSTRG.1472,2758110753, Ga0197603_1818,2073856..2074311, cytosine deaminase
Ga0197603_11,MSTRG.1473,2758110754, Ga0197603_1819,complement(2074437..2075420), IS5 family transposase
Ga0197603_11,MSTRG.1474,2758110755, Ga0197603_1820,complement(2075676..2077166), ATP-dependent HslUV protease ATP-binding subunit HslU
Ga0197603_11,MSTRG.1474,2758110756, Ga0197603_1821,complement(2077144..2077695), HslV component of HslUV peptidase
Ga0197603_11,MSTRG.1475,2758110757, Ga0197603_1822,complement(2078120..2079037), tyrosine recombinase XerC subunit
Ga0197603_11,MSTRG.1476,2758110758, Ga0197603_1823,complement(2079231..2079902), hypothetical protein
Ga0197603_11,MSTRG.1476,2758110759, Ga0197603_1824,complement(2079899..2080753), diaminopimelate epimerase
Ga0197603_11,MSTRG.1476,2758110760, Ga0197603_1825,complement(2080743..2080979), putative lipoprotein
Ga0197603_11,MSTRG.1477,2758110761, Ga0197603_1826,complement(2081037..2081558), hypothetical protein
Ga0197603_11,MSTRG.1478,2758110762, Ga0197603_1827,complement(2081799..2083904), oligopeptidase B
Ga0197603_11,MSTRG.1479,2758110763, Ga0197603_1828,2084014..2085234, L-aspartate aminotransferase
Ga0197603_11,MSTRG.1480,2758110764, Ga0197603_1829,complement(2085252..2086237), hypothetical protein
Ga0197603_11,MSTRG.1481,2758110765, Ga0197603_1830,2086389..2088203, YdiUUPF0061 family uncharacterized protein
Ga0197603_11,MSTRG.1481,2758110766, Ga0197603_1831,2088193..2088624, cytolysin-activating lysine-acyltransferase
Ga0197603_11,MSTRG.1482,2758110767, Ga0197603_1832,2088687..2089964, PAT family beta-lactamase induction signal transducer AmpG
Ga0197603_11,MSTRG.1483,2758110768, Ga0197603_1833,2090204..2091124, IS5 family transposase
Ga0197603_11,MSTRG.1484,2758110769, Ga0197603_1834,complement(2091022..2091426), integrase-like protein
Ga0197603_11,MSTRG.1485,2758110770, Ga0197603_1835,2091551..2092918, IS5 family transposase
Ga0197603_11,MSTRG.1486,2758110771, Ga0197603_1836,complement(2092929..2093620), transposase
Ga0197603_11,MSTRG.1487,2758110772, Ga0197603_1837,complement(2093669..2094141), transposase
Ga0197603_11,MSTRG.1488,2758110773, Ga0197603_1838,2094212..2094477, DDE family transposase
Ga0197603_11,MSTRG.1489,2758110774, Ga0197603_1839,complement(2094477..2095043), hypothetical protein
Ga0197603_11,MSTRG.1490,2758110775, Ga0197603_1840,2095279..2096646, IS5 family transposase
Ga0197603_11,MSTRG.1491,2758110776, Ga0197603_1841,complement(2096671..2096889), hypothetical protein
Ga0197603_11,MSTRG.1492,2758110777, Ga0197603_1842,complement(2097009..2097194), hypothetical protein
Ga0197603_11,MSTRG.1493,2758110778, Ga0197603_1843,complement(2097238..2097912), hypothetical protein
Ga0197603_11,MSTRG.1494,2758110779, Ga0197603_1844,complement(2097943..2098713), hypothetical protein
Ga0197603_11,MSTRG.1495,2758110780, Ga0197603_1845,complement(2099431..2100243), phage lysozyme-like predicted toxin
Ga0197603_11,MSTRG.1496,2758110781, Ga0197603_1846,complement(2100354..2102567), colicin V processing peptidase
Ga0197603_11,MSTRG.1496,2758110782, Ga0197603_1847,complement(2102564..2103862), membrane fusion protein
Ga0197603_11,MSTRG.1497,2758110783, Ga0197603_1848,complement(2104046..2104267), hypothetical protein
Ga0197603_11,MSTRG.1498,2758110784, Ga0197603_1849,complement(2104280..2106373), prolyl oligopeptidase
Ga0197603_11,MSTRG.1499,2758110785, Ga0197603_1850,complement(2106441..2106752), hypothetical protein
Ga0197603_11,MSTRG.1500,2758110786, Ga0197603_1851,2107135..2107704, apolipoprotein D and lipocalin family protein
Ga0197603_11,MSTRG.1501,2758110787, Ga0197603_1852,complement(2107813..2108778), predicted DNA-binding transcriptional regulator YafY
Ga0197603_11,MSTRG.1502,2758110788, Ga0197603_1853,2109459..2110259, putative salt-induced outer membrane protein
Ga0197603_11,MSTRG.1503,2758110789, Ga0197603_1854,complement(2110812..2111726), hydroxymethylbilane synthase
Ga0197603_11,MSTRG.1504,2758110790, Ga0197603_1855,complement(2111757..2112494), LytTR family two component transcriptional regulator
Ga0197603_11,MSTRG.1505,2758110791, Ga0197603_1856,complement(2112525..2113577), two-component system sensor histidine kinase AlgZ
Ga0197603_11,MSTRG.1506,2758110792, Ga0197603_1857,complement(2113582..2114247), phospholipasecarboxylesterase
Ga0197603_11,MSTRG.1507,2758110793, Ga0197603_1858,complement(2114401..2116338), membrane glycosyltransferase
Ga0197603_11,MSTRG.1508,2758110794, Ga0197603_1859,2116987..2117271, hypothetical protein
Ga0197603_11,MSTRG.1509,2758110795, Ga0197603_1860,complement(2117456..2119075), Zn-dependent M28 family aminocarboxypeptidase
Ga0197603_11,MSTRG.1510,2758110796, Ga0197603_1861,2119697..2120269, hypothetical protein
Ga0197603_11,MSTRG.1511,2758110797, Ga0197603_1862,complement(2120486..2121973), SulP family sulfate permease
Ga0197603_11,MSTRG.1512,2758110798, Ga0197603_1863,2122182..2123612, endoglucanase
Ga0197603_11,MSTRG.1513,2758110799, Ga0197603_1864,2123991..2126195, methyl-accepting chemotaxis sensory transducer with Cache sensor
Ga0197603_11,MSTRG.1514,2758110800, Ga0197603_1865,2126279..2126518, hypothetical protein
Ga0197603_11,MSTRG.1515,2758110801, Ga0197603_1866,complement(2126635..2129319), diguanylate cyclase with PASPAC sensor diguanylate cyclase with PASPAC and GAF sensors
Ga0197603_11,MSTRG.1516,2758110802, Ga0197603_1867,2129505..2132384, predicted Zn-dependent peptidase
Ga0197603_11,MSTRG.1517,2758110803, Ga0197603_1868,2132824..2133876, GAF domain-containing protein
Ga0197603_11,MSTRG.1518,2758110804, Ga0197603_1869,complement(2134231..2135362), hypothetical protein
Ga0197603_11,MSTRG.1519,2758110805, Ga0197603_1870,complement(2135581..2136333), endonuclease-8
Ga0197603_11,MSTRG.1520,2758110806, Ga0197603_1871,2136438..2137127, uncharacterized protein YecE (DUF72 family)
Ga0197603_11,MSTRG.1521,2758110807, Ga0197603_1872,2137484..2139157, alpha alpha-trehalase
Ga0197603_11,MSTRG.1522,2758110808, Ga0197603_1873,complement(2139283..2140000), NHL repeat-containing protein
Ga0197603_11,MSTRG.1523,2758110809, Ga0197603_1874,2140307..2141002, uncharacterized protein (AIM24 family)
Ga0197603_11,MSTRG.1524,2758110810, Ga0197603_1875,complement(2141336..2142238), magnesium transporter
Ga0197603_11,MSTRG.1525,2758110811, Ga0197603_1876,2142474..2143469, hypothetical protein
Ga0197603_11,MSTRG.1526,2758110812, Ga0197603_1877,complement(2143557..2144933), D-serineD-alanineglycine:proton symporter (AAT family)
Ga0197603_11,MSTRG.1527,2758110813, Ga0197603_1878,2145510..2147279, expansin (peptidoglycan-binding protein)
Ga0197603_11,MSTRG.1528,2758110814, Ga0197603_1879,complement(2147627..2147842), hypothetical protein
Ga0197603_11,MSTRG.1529,2758110815, Ga0197603_1880,2148032..2148805, cyclohexadienyl dehydratase
Ga0197603_11,MSTRG.1530,2758110816, Ga0197603_1881,complement(2148915..2149790), S-adenosylmethionine uptake transporter
Ga0197603_11,MSTRG.1531,2758110817, Ga0197603_1882,2149843..2150874, hypothetical protein
Ga0197603_11,MSTRG.1532,2758110818, Ga0197603_1883,2150996..2151633, hypothetical protein
Ga0197603_11,MSTRG.1533,2758110819, Ga0197603_1884,complement(2151653..2151976), hypothetical protein
Ga0197603_11,MSTRG.1534,2758110820, Ga0197603_1885,complement(2152190..2153104), diguanylate cyclase (GGDEF)-like protein
Ga0197603_11,MSTRG.1535,2758110821, Ga0197603_1886,complement(2153153..2154136), IS5 family transposase
Ga0197603_11,MSTRG.1536,2758110822, Ga0197603_1887,complement(2154174..2155230), hypothetical protein
Ga0197603_11,MSTRG.1537,2758110823, Ga0197603_1888,2155930..2157021, uncharacterized protein DUF1615
Ga0197603_11,MSTRG.1538,2758110824, Ga0197603_1889,complement(2157072..2158007), hypothetical protein
Ga0197603_11,MSTRG.1539,2758110825, Ga0197603_1890,2158559..2160883, dipeptidyl aminopeptidaseacylaminoacyl peptidase
Ga0197603_11,MSTRG.1540,2758110826, Ga0197603_1891,complement(2161136..2161543), prolyl oligopeptidase family protein
Ga0197603_11,MSTRG.1541,2758110827, Ga0197603_1892,2161796..2161909, hypothetical protein
Ga0197603_11,MSTRG.1542,2758110828, Ga0197603_1893,2161985..2162446, uncharacterized membrane protein
Ga0197603_11,MSTRG.1543,2758110829, Ga0197603_1894,complement(2162831..2163805), putative glutathione S-transferase
Ga0197603_11,MSTRG.1544,2758110830, Ga0197603_1895,2164212..2165798, short subunit dehydrogenase
Ga0197603_11,MSTRG.1545,2758110831, Ga0197603_1896,complement(2166143..2166739), hypothetical protein
Ga0197603_11,MSTRG.1546,2758110832, Ga0197603_1897,complement(2167170..2167481), hypothetical protein
Ga0197603_11,MSTRG.1546,2758110833, Ga0197603_1898,complement(2167478..2167972), hypothetical protein
Ga0197603_11,MSTRG.1547,2758110834, Ga0197603_1899,complement(2168005..2168271), putative transposase
Ga0197603_11,MSTRG.1548,2758110835, Ga0197603_1900,2168309..2168785, hypothetical protein
Ga0197603_11,MSTRG.1549,2758110836, Ga0197603_1901,2169062..2171464, DDE family transposase
Ga0197603_11,MSTRG.1549,2758110837, Ga0197603_1902,2169816..2170903, putative transposase
Ga0197603_11,MSTRG.1550,2758110838, Ga0197603_1903,complement(2171766..2172440), uncharacterized protein DUF2290
Ga0197603_11,MSTRG.1550,2758110839, Ga0197603_1904,complement(2172440..2174662), superfamily I DNA and RNA helicase
Ga0197603_11,MSTRG.1551,2758110840, Ga0197603_1905,complement(2174753..2177440), pyruvate dehydrogenase E1 component
Ga0197603_11,MSTRG.1552,2758110841, Ga0197603_1906,complement(2177951..2178952), arabinogalactan endo-1 4-beta-galactosidase
Ga0197603_11,MSTRG.1555,2758110842, Ga0197603_1907,complement(2179377..2180699), lipase (class 3)
Ga0197603_11,MSTRG.1555,2758110843, Ga0197603_1908,complement(2180696..2181364), hypothetical protein
Ga0197603_11,MSTRG.1556,2758110844, Ga0197603_1909,2181514..2183538, sigma-B regulation protein RsbU (phosphoserine phosphatase)
Ga0197603_11,MSTRG.1556,2758110845, Ga0197603_1910,2183535..2183966, anti-sigma regulatory factor (SerThr protein kinase)
Ga0197603_11,MSTRG.1556,2758110846, Ga0197603_1911,2183963..2184382, anti-anti-sigma factor
Ga0197603_11,MSTRG.1557,2758110847, Ga0197603_1912,2184609..2185190, phosphoglycolate phosphatase
Ga0197603_11,MSTRG.1558,2758110848, Ga0197603_1913,complement(2185381..2186100), GntR family transcriptional regulator
Ga0197603_11,MSTRG.1559,2758110849, Ga0197603_1914,complement(2186180..2187535), UIT1 family transporter
Ga0197603_11,MSTRG.1560,2758110850, Ga0197603_1915,complement(2187623..2188543), [acyl-carrier-protein] S-malonyltransferase
Ga0197603_11,MSTRG.1561,2758110851, Ga0197603_1916,complement(2188770..2189639), triphosphoribosyl-dephospho-CoA synthase
Ga0197603_11,MSTRG.1561,2758110852, Ga0197603_1917,complement(2189636..2190277), phosphoribosyl-dephospho-CoA transferase
Ga0197603_11,MSTRG.1562,2758110853, Ga0197603_1918,complement(2190280..2190984), malonate decarboxylase gamma subunit
Ga0197603_11,MSTRG.1562,2758110854, Ga0197603_1919,complement(2190975..2191895), malonate decarboxylase beta subunit
Ga0197603_11,MSTRG.1563,2758110855, Ga0197603_1920,complement(2192002..2192319), malonate decarboxylase delta subunit
Ga0197603_11,MSTRG.1564,2758110856, Ga0197603_1921,complement(2192329..2193975), malonate decarboxylase alpha subunit
Ga0197603_11,MSTRG.1565,2758110857, Ga0197603_1922,2194169..2194708, PadR family transcriptional regulator
Ga0197603_11,MSTRG.1553,2758110858, Ga0197603_1923,2195053..2195847, NADPH-dependent ferric siderophore reductase
Ga0197603_11,MSTRG.1554,2758110859, Ga0197603_1924,complement(2195920..2197200), 4-phytaseacid phosphatase
Ga0197603_11,MSTRG.1554,2758110860, Ga0197603_1925,complement(2197200..2199701), iron complex outermembrane receptor protein
Ga0197603_11,MSTRG.1566,2758110861, Ga0197603_1926,complement(2199960..2201045), FecR family protein
Ga0197603_11,MSTRG.1566,2758110862, Ga0197603_1927,complement(2201038..2201586), RNA polymerase sigma-70 factor (ECF subfamily)
Ga0197603_11,MSTRG.1567,2758110863, Ga0197603_1928,complement(2201950..2202693), polyisoprenoid-binding protein YceI
Ga0197603_11,MSTRG.1568,2758110864, Ga0197603_1929,complement(2202904..2203494), 3-hydroxypropanoate dehydrogenase
Ga0197603_11,MSTRG.1569,2758110865, Ga0197603_1930,2203628..2204575, hypothetical protein
Ga0197603_11,MSTRG.1570,2758110866, Ga0197603_1931,2204608..2205132, hypothetical protein
Ga0197603_11,MSTRG.1571,2758110867, Ga0197603_1932,complement(2205188..2206924), subtilase family protein
Ga0197603_11,MSTRG.1572,2758110868, Ga0197603_1933,2207252..2207524, hypothetical protein
Ga0197603_11,MSTRG.1573,2758110869, Ga0197603_1934,complement(2207679..2209517), type III secretion XopB family effector
Ga0197603_11,MSTRG.1574,2758110870, Ga0197603_1935,2210119..2210697, uncharacterized integral membrane protein (TIGR00697 family)
Ga0197603_11,MSTRG.1575,2758110871, Ga0197603_1936,complement(2210779..2213688), glutamate-ammonia-ligase adenylyltransferase
Ga0197603_11,MSTRG.1576,2758110872, Ga0197603_1937,2213767..2214285, hypothetical protein
Ga0197603_11,MSTRG.1576,2758110873, Ga0197603_1938,2214285..2215205, gluconolactonase
Ga0197603_11,MSTRG.1577,2758110874, Ga0197603_1939,complement(2215492..2217933), hypothetical protein
Ga0197603_11,MSTRG.1578,2758110875, Ga0197603_1940,complement(2218026..2220203), hypothetical protein
Ga0197603_11,MSTRG.1579,2758110876, Ga0197603_1941,complement(2220997..2222070), 3-deoxy-D-arabinoheptulosonate-7-phosphate synthase
Ga0197603_11,MSTRG.1580,2758110877, Ga0197603_1942,2222381..2222485, hypothetical protein
Ga0197603_11,MSTRG.1581,2758110878, Ga0197603_1943,complement(2222803..2225616), TonB-dependent receptor-like protein
Ga0197603_11,MSTRG.1582,2758110879, Ga0197603_1944,2226112..2228157, hypothetical protein
Ga0197603_11,MSTRG.1583,2758110880, Ga0197603_1945,2228265..2229065, hypothetical protein
Ga0197603_11,MSTRG.1584,2758110881, Ga0197603_1946,2229121..2231304, hypothetical protein
Ga0197603_11,MSTRG.1585,2758110882, Ga0197603_1947,complement(2231601..2233241), chaperonin GroEL
Ga0197603_11,MSTRG.1586,2758110883, Ga0197603_1948,complement(2233388..2233675), chaperonin GroES
Ga0197603_11,MSTRG.1587,2758110884, Ga0197603_1949,2234092..2235879, endonuclease I
Ga0197603_11,MSTRG.1588,2758110885, Ga0197603_1950,2236345..2236677, uncharacterized protein involved in tolerance to divalent cations
Ga0197603_11,MSTRG.1589,2758110886, Ga0197603_1951,2236683..2239010, thiol:disulfide interchange protein DsbD
Ga0197603_11,MSTRG.1590,2758110887, Ga0197603_1952,2239850..2240296, 3-dehydroquinate dehydratase
Ga0197603_11,MSTRG.1591,2758110888, Ga0197603_1953,2240395..2240880, biotin carboxyl carrier protein
Ga0197603_11,MSTRG.1592,2758110889, Ga0197603_1954,2240897..2241346, four helix bundle protein
Ga0197603_11,MSTRG.1592,2758110890, Ga0197603_1955,2241336..2242703, biotin carboxylase acetyl-CoA carboxylase carboxyltransferase subunit alpha
Ga0197603_11,MSTRG.1593,2758110891, Ga0197603_1956,2242910..2243170, hypothetical protein
Ga0197603_11,MSTRG.1594,2758110892, Ga0197603_1957,complement(2243056..2243421), hypothetical protein
Ga0197603_11,MSTRG.1594,2758110893, Ga0197603_1958,complement(2243418..2244347), hypothetical protein
Ga0197603_11,MSTRG.1595,2758110894, Ga0197603_1959,2244955..2245887, [LSU ribosomal protein L11P]-lysine N-methyltransferase
Ga0197603_11,MSTRG.1596,2758110895, Ga0197603_1960,complement(2246030..2246533), hypothetical protein
Ga0197603_11,MSTRG.1597,2758110896, Ga0197603_1961,2246683..2247060, Xre family transcriptional regulator
Ga0197603_11,MSTRG.1598,2758110897, Ga0197603_1962,2247342..2248757, uncharacterized protein DUF3426
Ga0197603_11,MSTRG.1599,2758110898, Ga0197603_1963,2248863..2249135, DNA-binding protein Fis
Ga0197603_11,MSTRG.1600,2758110899, Ga0197603_1964,complement(2249113..2249292), hypothetical protein
Ga0197603_11,MSTRG.1601,2758110900, Ga0197603_1965,complement(2249347..2250328), phosphatidate cytidylyltransferase
Ga0197603_11,MSTRG.1602,2758110901, Ga0197603_1966,complement(2250371..2250947), acyltransferase-like protein
Ga0197603_11,MSTRG.1603,2758110902, Ga0197603_1967,complement(2251301..2251872), CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
Ga0197603_11,MSTRG.1604,2758110903, Ga0197603_1968,2251947..2253530, IMP cyclohydrolase phosphoribosylaminoimidazolecarboxamide formyltransferase
Ga0197603_11,MSTRG.1605,2758110904, Ga0197603_1969,2253555..2254400, hypothetical protein
Ga0197603_11,MSTRG.1606,2758110905, Ga0197603_1970,2254434..2255729, phosphoribosylamine--glycine ligase
Ga0197603_11,MSTRG.1607,2758110906, Ga0197603_1971,2255943..2258156, uncharacterized membrane protein (TIGR01666 family)
Ga0197603_11,MSTRG.1608,2758110907, Ga0197603_1972,complement(2258286..2259476), predicted MFS family arabinose efflux permease
Ga0197603_11,MSTRG.1609,2758110908, Ga0197603_1973,2259574..2260476, LysR family transcriptional regulator
Ga0197603_11,MSTRG.1610,2758110909, Ga0197603_1974,2260545..2262467, 1-acyl-sn-glycerol-3-phosphate acyltransferase
Ga0197603_11,MSTRG.1612,2758110910, Ga0197603_1975,2262923..2263267, interferon-induced transmembrane protein
Ga0197603_11,MSTRG.1612,2758110911, Ga0197603_1976,2263267..2263677, uncharacterized protein DUF2752
Ga0197603_11,MSTRG.1613,2758110912, Ga0197603_1977,complement(2263897..2264787), AmpE protein
Ga0197603_11,MSTRG.1614,2758110913, Ga0197603_1978,complement(2264861..2265751), NAD  diphosphatase
Ga0197603_11,MSTRG.1611,2758110914, Ga0197603_1979,complement(2266061..2267323), secretory lipase
Ga0197603_11,MSTRG.1615,2758110915, Ga0197603_1980,complement(2268243..2268629), iron-sulfur cluster insertion protein
Ga0197603_11,MSTRG.1616,2758110916, Ga0197603_1981,complement(2268702..2269151), cytoskeletal protein CcmA (bactofilin family)
Ga0197603_11,MSTRG.1617,2758110917, Ga0197603_1982,complement(2269155..2269892), hypothetical protein
Ga0197603_11,MSTRG.1618,2758110918, Ga0197603_1983,2270033..2270659, uncharacterized protein DUF4126
Ga0197603_11,MSTRG.1619,2758110919, Ga0197603_1984,2270698..2272668, response regulator receiver modulated diguanylate cyclasephosphodiesterase
Ga0197603_11,MSTRG.1620,2758110920, Ga0197603_1985,2272675..2274978, Hpt sensor hybrid histidine kinase
Ga0197603_11,MSTRG.1621,2758110921, Ga0197603_1986,complement(2275580..2276050), bacterioferritin
Ga0197603_11,MSTRG.1622,2758110922, Ga0197603_1987,2276393..2276656, hypothetical protein
Ga0197603_11,MSTRG.1623,2758110923, Ga0197603_1988,complement(2276740..2277342), putative (di)nucleoside polyphosphate hydrolase
Ga0197603_11,MSTRG.1624,2758110924, Ga0197603_1989,2277461..2277534, label=tRNA
Ga0197603_11,MSTRG.1625,2758110925, Ga0197603_1990,2277591..2277661, label=tRNA
Ga0197603_11,MSTRG.1626,2758110926, Ga0197603_1991,complement(2277887..2278279), SSU ribosomal protein S9P
Ga0197603_11,MSTRG.1627,2758110927, Ga0197603_1992,complement(2278283..2278711), LSU ribosomal protein L13P
Ga0197603_11,MSTRG.1628,2758110928, Ga0197603_1993,2278726..2279547, ubiquinone biosynthesis monooxygenase Coq7
Ga0197603_11,MSTRG.1629,2758110929, Ga0197603_1994,complement(2279903..2280217), quaternary ammonium compound-resistance protein SugE
Ga0197603_11,MSTRG.1630,2758110930, Ga0197603_1995,complement(2280378..2281172), adenosylmethionine decarboxylase proenzyme
Ga0197603_11,MSTRG.1631,2758110931, Ga0197603_1996,2281310..2282002, CRPFNR family cyclic AMP-dependent transcriptional regulator
Ga0197603_11,MSTRG.1632,2758110932, Ga0197603_1997,complement(2282321..2283037), phosphatidylglycerophosphatase C
Ga0197603_11,MSTRG.1632,2758110933, Ga0197603_1998,complement(2283030..2283827), indole-3-glycerol phosphate synthase
Ga0197603_11,MSTRG.1633,2758110934, Ga0197603_1999,complement(2283968..2285005), anthranilate phosphoribosyltransferase
Ga0197603_11,MSTRG.1634,2758110935, Ga0197603_2000,complement(2285121..2285753), flavin reductase (DIM6NTAB) family NADH-FMN oxidoreductase RutF
Ga0197603_11,MSTRG.1635,2758110936, Ga0197603_2001,complement(2285906..2286484), anthranilate synthase component II
Ga0197603_11,MSTRG.1636,2758110937, Ga0197603_2002,complement(2286495..2287259), hypothetical protein
Ga0197603_11,MSTRG.1637,2758110938, Ga0197603_2003,complement(2287291..2288352), L-threonine aldolase
Ga0197603_11,MSTRG.1637,2758110939, Ga0197603_2004,complement(2288352..2289827), anthranilate synthase component I
Ga0197603_11,MSTRG.1639,2758110940, Ga0197603_2005,complement(2290409..2291338), lipid kinase YegS
Ga0197603_11,MSTRG.1640,2758110941, Ga0197603_2006,complement(2291574..2292065), ribosomal protein S18 acetylase RimI-like enzyme
Ga0197603_11,MSTRG.1640,2758110942, Ga0197603_2007,complement(2292062..2292811), ribulose-5-phosphate 3-epimerase
Ga0197603_11,MSTRG.1641,2758110943, Ga0197603_2008,2293009..2293837, outer membrane protein with beta-barrel domain
Ga0197603_11,MSTRG.1642,2758110944, Ga0197603_2009,complement(2293988..2294317), DnaJ-like protein
Ga0197603_11,MSTRG.1643,2758110945, Ga0197603_2010,2294527..2295453, phosphoribosylaminoimidazole-succinocarboxamide synthase
Ga0197603_11,MSTRG.1638,2758110946, Ga0197603_2011,complement(2295980..2297095), virulence surface antigen
Ga0197603_11,MSTRG.1644,2758110947, Ga0197603_2012,complement(2297691..2299658), hypothetical protein
Ga0197603_11,MSTRG.1644,2758110948, Ga0197603_2013,complement(2299655..2300104), hypothetical protein
Ga0197603_11,MSTRG.1645,2758110949, Ga0197603_2014,complement(2300967..2301477), IS5 family transposase
Ga0197603_11,MSTRG.1646,2758110950, Ga0197603_2015,2301603..2301752, hypothetical protein
Ga0197603_11,MSTRG.1647,2758110951, Ga0197603_2016,2302179..2303777, griselysin
Ga0197603_11,MSTRG.1648,2758110952, Ga0197603_2017,2303874..2304359, uncharacterized membrane protein YGL010W
Ga0197603_11,MSTRG.1649,2758110953, Ga0197603_2018,complement(2304527..2305209), hypothetical protein
Ga0197603_11,MSTRG.1650,2758110954, Ga0197603_2019,2305502..2308330, multisubunit potassiumproton antiporter PhaA subunit multisubunit potassiumproton antiporter PhaB subunit
Ga0197603_11,MSTRG.1650,2758110955, Ga0197603_2020,2308330..2308704, multisubunit potassiumproton antiporter PhaC subunit
Ga0197603_11,MSTRG.1650,2758110956, Ga0197603_2021,2308701..2310245, multisubunit potassiumproton antiporter PhaD subunit
Ga0197603_11,MSTRG.1650,2758110957, Ga0197603_2022,2310242..2310748, multisubunit potassiumproton antiporter PhaE subunit
Ga0197603_11,MSTRG.1650,2758110958, Ga0197603_2023,2310745..2311029, multisubunit potassiumproton antiporter PhaF subunit
Ga0197603_11,MSTRG.1650,2758110959, Ga0197603_2024,2311026..2311379, multisubunit potassiumproton antiporter PhaG subunit
Ga0197603_11,MSTRG.1651,2758110960, Ga0197603_2025,2311774..2312696, transposase-like zinc ribbon protein
Ga0197603_11,MSTRG.1652,2758110961, Ga0197603_2026,2313028..2313267, hypothetical protein
Ga0197603_11,MSTRG.1653,2758110962, Ga0197603_2027,complement(2313288..2314655), IS5 family transposase
Ga0197603_11,MSTRG.1654,2758110963, Ga0197603_2028,complement(2315048..2315958), IS30 family transposase
Ga0197603_11,MSTRG.1655,2758110964, Ga0197603_2029,2315958..2316245, hypothetical protein
Ga0197603_11,MSTRG.1656,2758110965, Ga0197603_2030,complement(2316441..2317052), hypothetical protein
Ga0197603_11,MSTRG.1657,2758110966, Ga0197603_2031,2317067..2318221, hypothetical protein
Ga0197603_11,MSTRG.1658,2758110967, Ga0197603_2032,complement(2318042..2318773), hypothetical protein
Ga0197603_11,MSTRG.1659,2758110968, Ga0197603_2033,2318801..2319154, DDE superfamily endonuclease
Ga0197603_11,MSTRG.1660,2758110969, Ga0197603_2034,complement(2319267..2320250), IS5 family transposase
Ga0197603_11,MSTRG.1661,2758110970, Ga0197603_2035,complement(2320344..2321669), homogentisate 1 2-dioxygenase
Ga0197603_11,MSTRG.1662,2758110971, Ga0197603_2036,complement(2321979..2323094), 4-hydroxyphenylpyruvate dioxygenase
Ga0197603_11,MSTRG.1663,2758110972, Ga0197603_2037,2323217..2323705, MarR family transcriptional regulator
Ga0197603_11,MSTRG.1664,2758110973, Ga0197603_2038,complement(2324049..2324639), thioredoxin-like protein
Ga0197603_11,MSTRG.1665,2758110974, Ga0197603_2039,complement(2324651..2326159), POT family proton-dependent oligopeptide transporter
Ga0197603_11,MSTRG.1666,2758110975, Ga0197603_2040,complement(2326799..2327695), tryptophan 2 3-dioxygenase
